lsoa,value,percent,rank,mode_code
E01014404,29,1.382,9638,8
E01014404,16,0.763,9638,9
E01014404,94,4.48,9638,10
E01014404,5,0.238,9638,11
E01014404,1123,53.527,9638,12
E01014404,246,11.725,9638,1
E01014404,0,0,9638,2
E01014404,18,0.858,9638,3
E01014404,55,2.622,9638,4
E01014404,5,0.238,9638,5
E01014404,10,0.477,9638,6
E01014404,497,23.689,9638,7
E01014404,29,1.382,9638,8
E01014404,16,0.763,9638,9
E01014404,94,4.48,9638,10
E01014404,5,0.238,9638,11
E01014404,1123,53.527,9638,12
E01014404,246,11.725,9638,1
E01014404,0,0,9638,2
E01014404,18,0.858,9638,3
E01014404,55,2.622,9638,4
E01014404,5,0.238,9638,5
E01014404,10,0.477,9638,6
E01014404,497,23.689,9638,7
E01014404,29,1.382,9638,8
E01014404,16,0.763,9638,9
E01014404,94,4.48,9638,10
E01014404,5,0.238,9638,11
E01014404,1123,53.527,9638,12
E01014404,246,11.725,9638,1
E01014404,0,0,9638,2
E01014404,18,0.858,9638,3
E01014404,55,2.622,9638,4
E01014404,5,0.238,9638,5
E01014404,10,0.477,9638,6
E01014404,497,23.689,9638,7
E01014404,29,1.382,9638,8
E01014404,16,0.763,9638,9
E01014404,94,4.48,9638,10
E01014404,5,0.238,9638,11
E01014404,1123,53.527,9638,12
E01014407,219,13.098,9836,1
E01014407,0,0,9836,2
E01014407,6,0.359,9836,3
E01014407,42,2.512,9836,4
E01014407,2,0.12,9836,5
E01014407,3,0.179,9836,6
E01014407,82,4.904,9836,7
E01014407,8,0.478,9836,8
E01014407,9,0.538,9836,9
E01014407,218,13.038,9836,10
E01014407,2,0.12,9836,11
E01014407,1081,64.653,9836,12
E01014407,219,13.098,9836,1
E01014407,0,0,9836,2
E01014407,6,0.359,9836,3
E01014407,42,2.512,9836,4
E01014407,2,0.12,9836,5
E01014407,3,0.179,9836,6
E01014407,82,4.904,9836,7
E01014407,8,0.478,9836,8
E01014407,9,0.538,9836,9
E01014407,218,13.038,9836,10
E01014407,2,0.12,9836,11
E01014407,1081,64.653,9836,12
E01014407,219,13.098,9836,1
E01014407,0,0,9836,2
E01014407,6,0.359,9836,3
E01014407,42,2.512,9836,4
E01014407,2,0.12,9836,5
E01014407,3,0.179,9836,6
E01014407,82,4.904,9836,7
E01014407,8,0.478,9836,8
E01014407,9,0.538,9836,9
E01014407,218,13.038,9836,10
E01014407,2,0.12,9836,11
E01014407,1081,64.653,9836,12
E01014407,219,13.098,9836,1
E01014407,0,0,9836,2
E01014407,6,0.359,9836,3
E01014407,42,2.512,9836,4
E01014407,2,0.12,9836,5
E01014407,3,0.179,9836,6
E01014407,82,4.904,9836,7
E01014407,8,0.478,9836,8
E01014407,9,0.538,9836,9
E01014407,218,13.038,9836,10
E01014407,2,0.12,9836,11
E01014407,1081,64.653,9836,12
E01014407,219,13.098,9836,1
E01014407,0,0,9836,2
E01014407,6,0.359,9836,3
E01014407,42,2.512,9836,4
E01014407,2,0.12,9836,5
E01014407,3,0.179,9836,6
E01014407,82,4.904,9836,7
E01014407,8,0.478,9836,8
E01014407,9,0.538,9836,9
E01014407,218,13.038,9836,10
E01014407,2,0.12,9836,11
E01014407,1081,64.653,9836,12
E01014405,484,22.691,31930,1
E01014405,2,0.094,31930,2
E01014405,8,0.375,31930,3
E01014405,33,1.547,31930,4
E01014405,5,0.234,31930,5
E01014405,2,0.094,31930,6
E01014405,224,10.502,31930,7
E01014405,18,0.844,31930,8
E01014405,35,1.641,31930,9
E01014405,207,9.705,31930,10
E01014405,5,0.234,31930,11
E01014405,1110,52.039,31930,12
E01033080,555,24.966,18210,1
E01033080,3,0.135,18210,2
E01033080,16,0.72,18210,3
E01033080,47,2.114,18210,4
E01033080,4,0.18,18210,5
E01033080,4,0.18,18210,6
E01033080,206,9.267,18210,7
E01033080,9,0.405,18210,8
E01033080,24,1.08,18210,9
E01033080,293,13.18,18210,10
E01033080,10,0.45,18210,11
E01033080,1052,47.323,18210,12
E01033080,555,24.966,18210,1
E01033080,3,0.135,18210,2
E01033080,16,0.72,18210,3
E01033080,47,2.114,18210,4
E01033080,4,0.18,18210,5
E01033080,4,0.18,18210,6
E01033080,206,9.267,18210,7
E01033080,9,0.405,18210,8
E01033080,24,1.08,18210,9
E01033080,293,13.18,18210,10
E01033080,10,0.45,18210,11
E01033080,1052,47.323,18210,12
E01033080,555,24.966,18210,1
E01033080,3,0.135,18210,2
E01033080,16,0.72,18210,3
E01033080,47,2.114,18210,4
E01033080,4,0.18,18210,5
E01033080,4,0.18,18210,6
E01033080,206,9.267,18210,7
E01033080,9,0.405,18210,8
E01033080,24,1.08,18210,9
E01033080,293,13.18,18210,10
E01033080,10,0.45,18210,11
E01033080,1052,47.323,18210,12
E01033080,555,24.966,18210,1
E01033080,3,0.135,18210,2
E01033080,16,0.72,18210,3
E01033080,47,2.114,18210,4
E01033080,4,0.18,18210,5
E01033080,4,0.18,18210,6
E01033080,206,9.267,18210,7
E01033080,9,0.405,18210,8
E01033080,24,1.08,18210,9
E01033080,293,13.18,18210,10
E01033080,10,0.45,18210,11
E01033080,1052,47.323,18210,12
E01014405,484,22.691,31930,1
E01014405,2,0.094,31930,2
E01014405,8,0.375,31930,3
E01014405,33,1.547,31930,4
E01014405,5,0.234,31930,5
E01014405,2,0.094,31930,6
E01014405,224,10.502,31930,7
E01014405,18,0.844,31930,8
E01014405,35,1.641,31930,9
E01014405,207,9.705,31930,10
E01014405,5,0.234,31930,11
E01014405,1110,52.039,31930,12
E01014405,484,22.691,31930,1
E01014405,2,0.094,31930,2
E01014405,8,0.375,31930,3
E01014405,33,1.547,31930,4
E01014405,5,0.234,31930,5
E01014405,2,0.094,31930,6
E01014405,224,10.502,31930,7
E01014405,18,0.844,31930,8
E01014405,35,1.641,31930,9
E01014405,207,9.705,31930,10
E01014405,5,0.234,31930,11
E01014405,1110,52.039,31930,12
E01014405,484,22.691,31930,1
E01014405,2,0.094,31930,2
E01014405,8,0.375,31930,3
E01014405,33,1.547,31930,4
E01014405,5,0.234,31930,5
E01014405,2,0.094,31930,6
E01014405,224,10.502,31930,7
E01014405,18,0.844,31930,8
E01014405,35,1.641,31930,9
E01014405,207,9.705,31930,10
E01014405,5,0.234,31930,11
E01014405,1110,52.039,31930,12
E01033080,555,24.966,18210,1
E01033080,3,0.135,18210,2
E01033080,16,0.72,18210,3
E01033080,47,2.114,18210,4
E01033080,4,0.18,18210,5
E01033080,4,0.18,18210,6
E01033080,206,9.267,18210,7
E01033080,9,0.405,18210,8
E01033080,24,1.08,18210,9
E01033080,293,13.18,18210,10
E01033080,10,0.45,18210,11
E01033080,1052,47.323,18210,12
E01014405,484,22.691,31930,1
E01014405,2,0.094,31930,2
E01014405,8,0.375,31930,3
E01014405,33,1.547,31930,4
E01014405,5,0.234,31930,5
E01014405,2,0.094,31930,6
E01014405,224,10.502,31930,7
E01014405,18,0.844,31930,8
E01014405,35,1.641,31930,9
E01014405,207,9.705,31930,10
E01014405,5,0.234,31930,11
E01014405,1110,52.039,31930,12
E01014405,484,22.691,31930,1
E01014405,2,0.094,31930,2
E01014405,8,0.375,31930,3
E01014405,33,1.547,31930,4
E01014405,5,0.234,31930,5
E01014405,2,0.094,31930,6
E01014405,224,10.502,31930,7
E01014405,18,0.844,31930,8
E01014405,35,1.641,31930,9
E01014405,207,9.705,31930,10
E01014405,5,0.234,31930,11
E01014405,1110,52.039,31930,12
E01014405,484,22.691,31930,1
E01014405,2,0.094,31930,2
E01014405,8,0.375,31930,3
E01014405,33,1.547,31930,4
E01014405,5,0.234,31930,5
E01014405,2,0.094,31930,6
E01014405,224,10.502,31930,7
E01014405,18,0.844,31930,8
E01014405,35,1.641,31930,9
E01014405,207,9.705,31930,10
E01014405,5,0.234,31930,11
E01014405,1110,52.039,31930,12
E01033080,555,24.966,18210,1
E01033080,3,0.135,18210,2
E01033080,16,0.72,18210,3
E01033080,47,2.114,18210,4
E01033080,4,0.18,18210,5
E01033080,4,0.18,18210,6
E01033080,206,9.267,18210,7
E01033080,9,0.405,18210,8
E01033080,24,1.08,18210,9
E01033080,293,13.18,18210,10
E01033080,10,0.45,18210,11
E01033080,1052,47.323,18210,12
E01033080,555,24.966,18210,1
E01033080,3,0.135,18210,2
E01033080,16,0.72,18210,3
E01033080,47,2.114,18210,4
E01033080,4,0.18,18210,5
E01033080,4,0.18,18210,6
E01033080,206,9.267,18210,7
E01033080,9,0.405,18210,8
E01033080,24,1.08,18210,9
E01033080,293,13.18,18210,10
E01033080,10,0.45,18210,11
E01033080,1052,47.323,18210,12
E01033080,555,24.966,18210,1
E01033080,3,0.135,18210,2
E01033080,16,0.72,18210,3
E01033080,47,2.114,18210,4
E01033080,4,0.18,18210,5
E01033080,4,0.18,18210,6
E01033080,206,9.267,18210,7
E01033080,9,0.405,18210,8
E01033080,24,1.08,18210,9
E01033080,293,13.18,18210,10
E01033080,10,0.45,18210,11
E01033080,1052,47.323,18210,12
E01033080,555,24.966,18210,1
E01033080,3,0.135,18210,2
E01033080,16,0.72,18210,3
E01033080,47,2.114,18210,4
E01033080,4,0.18,18210,5
E01033080,4,0.18,18210,6
E01033080,206,9.267,18210,7
E01033080,9,0.405,18210,8
E01033080,24,1.08,18210,9
E01033080,293,13.18,18210,10
E01033080,10,0.45,18210,11
E01033080,1052,47.323,18210,12
E01014410,423,23.684,32506,1
E01014410,3,0.168,32506,2
E01014410,6,0.336,32506,3
E01014410,19,1.064,32506,4
E01014410,5,0.28,32506,5
E01014410,3,0.168,32506,6
E01014410,266,14.894,32506,7
E01014410,18,1.008,32506,8
E01014410,31,1.736,32506,9
E01014410,95,5.319,32506,10
E01014410,6,0.336,32506,11
E01014410,911,51.008,32506,12
E01014411,572,26.251,30867,1
E01014411,2,0.092,30867,2
E01014411,9,0.413,30867,3
E01014411,17,0.78,30867,4
E01014411,2,0.092,30867,5
E01014411,5,0.229,30867,6
E01014411,338,15.512,30867,7
E01014411,26,1.193,30867,8
E01014411,32,1.469,30867,9
E01014411,103,4.727,30867,10
E01014411,9,0.413,30867,11
E01014411,1064,48.83,30867,12
E01014410,423,23.684,32506,1
E01014410,3,0.168,32506,2
E01014410,6,0.336,32506,3
E01014410,19,1.064,32506,4
E01014410,5,0.28,32506,5
E01014410,3,0.168,32506,6
E01014410,266,14.894,32506,7
E01014410,18,1.008,32506,8
E01014410,31,1.736,32506,9
E01014410,95,5.319,32506,10
E01014410,6,0.336,32506,11
E01014410,911,51.008,32506,12
E01014411,572,26.251,30867,1
E01014411,2,0.092,30867,2
E01014411,9,0.413,30867,3
E01014411,17,0.78,30867,4
E01014411,2,0.092,30867,5
E01014411,5,0.229,30867,6
E01014411,338,15.512,30867,7
E01014411,26,1.193,30867,8
E01014411,32,1.469,30867,9
E01014411,103,4.727,30867,10
E01014411,9,0.413,30867,11
E01014411,1064,48.83,30867,12
E01014411,572,26.251,30867,1
E01014411,2,0.092,30867,2
E01014411,9,0.413,30867,3
E01014411,17,0.78,30867,4
E01014411,2,0.092,30867,5
E01014411,5,0.229,30867,6
E01014411,338,15.512,30867,7
E01014411,26,1.193,30867,8
E01014411,32,1.469,30867,9
E01014411,103,4.727,30867,10
E01014411,9,0.413,30867,11
E01014411,1064,48.83,30867,12
E01014409,328,20.36,18201,1
E01014409,0,0,18201,2
E01014409,3,0.186,18201,3
E01014409,23,1.428,18201,4
E01014409,4,0.248,18201,5
E01014409,4,0.248,18201,6
E01014409,212,13.16,18201,7
E01014409,10,0.621,18201,8
E01014409,21,1.304,18201,9
E01014409,102,6.331,18201,10
E01014409,6,0.372,18201,11
E01014409,898,55.742,18201,12
E01014409,328,20.36,18201,1
E01014409,0,0,18201,2
E01014409,3,0.186,18201,3
E01014409,23,1.428,18201,4
E01014409,4,0.248,18201,5
E01014409,4,0.248,18201,6
E01014409,212,13.16,18201,7
E01014409,10,0.621,18201,8
E01014409,21,1.304,18201,9
E01014409,102,6.331,18201,10
E01014409,6,0.372,18201,11
E01014409,898,55.742,18201,12
E01014411,572,26.251,30867,1
E01014411,2,0.092,30867,2
E01014411,9,0.413,30867,3
E01014411,17,0.78,30867,4
E01014411,2,0.092,30867,5
E01014411,5,0.229,30867,6
E01014411,338,15.512,30867,7
E01014411,26,1.193,30867,8
E01014411,32,1.469,30867,9
E01014411,103,4.727,30867,10
E01014411,9,0.413,30867,11
E01014411,1064,48.83,30867,12
E01014409,328,20.36,18201,1
E01014409,0,0,18201,2
E01014409,3,0.186,18201,3
E01014409,23,1.428,18201,4
E01014409,4,0.248,18201,5
E01014409,4,0.248,18201,6
E01014409,212,13.16,18201,7
E01014409,10,0.621,18201,8
E01014409,21,1.304,18201,9
E01014409,102,6.331,18201,10
E01014409,6,0.372,18201,11
E01014409,898,55.742,18201,12
E01014409,328,20.36,18201,1
E01014409,0,0,18201,2
E01014409,3,0.186,18201,3
E01014409,23,1.428,18201,4
E01014409,4,0.248,18201,5
E01014409,4,0.248,18201,6
E01014409,212,13.16,18201,7
E01014409,10,0.621,18201,8
E01014409,21,1.304,18201,9
E01014409,102,6.331,18201,10
E01014409,6,0.372,18201,11
E01014409,898,55.742,18201,12
E01014409,328,20.36,18201,1
E01014409,0,0,18201,2
E01014409,3,0.186,18201,3
E01014409,23,1.428,18201,4
E01014409,4,0.248,18201,5
E01014409,4,0.248,18201,6
E01014409,212,13.16,18201,7
E01014409,10,0.621,18201,8
E01014409,21,1.304,18201,9
E01014409,102,6.331,18201,10
E01014409,6,0.372,18201,11
E01014409,898,55.742,18201,12
E01014411,572,26.251,30867,1
E01014411,2,0.092,30867,2
E01014411,9,0.413,30867,3
E01014411,17,0.78,30867,4
E01014411,2,0.092,30867,5
E01014411,5,0.229,30867,6
E01014411,338,15.512,30867,7
E01014411,26,1.193,30867,8
E01014411,32,1.469,30867,9
E01014411,103,4.727,30867,10
E01014411,9,0.413,30867,11
E01014411,1064,48.83,30867,12
E01014410,423,23.684,32506,1
E01014410,3,0.168,32506,2
E01014410,6,0.336,32506,3
E01014410,19,1.064,32506,4
E01014410,5,0.28,32506,5
E01014410,3,0.168,32506,6
E01014410,266,14.894,32506,7
E01014410,18,1.008,32506,8
E01014410,31,1.736,32506,9
E01014410,95,5.319,32506,10
E01014410,6,0.336,32506,11
E01014410,911,51.008,32506,12
E01014410,423,23.684,32506,1
E01014410,3,0.168,32506,2
E01014410,6,0.336,32506,3
E01014410,19,1.064,32506,4
E01014410,5,0.28,32506,5
E01014410,3,0.168,32506,6
E01014410,266,14.894,32506,7
E01014410,18,1.008,32506,8
E01014410,31,1.736,32506,9
E01014410,95,5.319,32506,10
E01014410,6,0.336,32506,11
E01014410,911,51.008,32506,12
E01014410,423,23.684,32506,1
E01014410,3,0.168,32506,2
E01014410,6,0.336,32506,3
E01014410,19,1.064,32506,4
E01014410,5,0.28,32506,5
E01014410,3,0.168,32506,6
E01014410,266,14.894,32506,7
E01014410,18,1.008,32506,8
E01014410,31,1.736,32506,9
E01014410,95,5.319,32506,10
E01014410,6,0.336,32506,11
E01014410,911,51.008,32506,12
E01014410,423,23.684,32506,1
E01014410,3,0.168,32506,2
E01014410,6,0.336,32506,3
E01014410,19,1.064,32506,4
E01014410,5,0.28,32506,5
E01014410,3,0.168,32506,6
E01014410,266,14.894,32506,7
E01014410,18,1.008,32506,8
E01014410,31,1.736,32506,9
E01014410,95,5.319,32506,10
E01014410,6,0.336,32506,11
E01014410,911,51.008,32506,12
E01014409,328,20.36,18201,1
E01014409,0,0,18201,2
E01014409,3,0.186,18201,3
E01014409,23,1.428,18201,4
E01014409,4,0.248,18201,5
E01014409,4,0.248,18201,6
E01014409,212,13.16,18201,7
E01014409,10,0.621,18201,8
E01014409,21,1.304,18201,9
E01014409,102,6.331,18201,10
E01014409,6,0.372,18201,11
E01014409,898,55.742,18201,12
E01014411,572,26.251,30867,1
E01014411,2,0.092,30867,2
E01014411,9,0.413,30867,3
E01014411,17,0.78,30867,4
E01014411,2,0.092,30867,5
E01014411,5,0.229,30867,6
E01014411,338,15.512,30867,7
E01014411,26,1.193,30867,8
E01014411,32,1.469,30867,9
E01014411,103,4.727,30867,10
E01014411,9,0.413,30867,11
E01014411,1064,48.83,30867,12
E01014411,572,26.251,30867,1
E01014411,2,0.092,30867,2
E01014411,9,0.413,30867,3
E01014411,17,0.78,30867,4
E01014411,2,0.092,30867,5
E01014411,5,0.229,30867,6
E01014411,338,15.512,30867,7
E01014411,26,1.193,30867,8
E01014411,32,1.469,30867,9
E01014411,103,4.727,30867,10
E01014411,9,0.413,30867,11
E01014411,1064,48.83,30867,12
E01014412,381,28.668,31817,1
E01014412,1,0.075,31817,2
E01014412,5,0.376,31817,3
E01014412,13,0.978,31817,4
E01014412,0,0,31817,5
E01014412,5,0.376,31817,6
E01014412,162,12.19,31817,7
E01014412,7,0.527,31817,8
E01014412,10,0.752,31817,9
E01014412,102,7.675,31817,10
E01014412,1,0.075,31817,11
E01014412,642,48.307,31817,12
E01014413,583,23.48,31003,1
E01014413,2,0.081,31003,2
E01014413,7,0.282,31003,3
E01014413,16,0.644,31003,4
E01014413,2,0.081,31003,5
E01014413,0,0,31003,6
E01014413,246,9.907,31003,7
E01014413,15,0.604,31003,8
E01014413,24,0.967,31003,9
E01014413,80,3.222,31003,10
E01014413,9,0.362,31003,11
E01014413,1499,60.371,31003,12
E01014413,583,23.48,31003,1
E01014413,2,0.081,31003,2
E01014413,7,0.282,31003,3
E01014413,16,0.644,31003,4
E01014413,2,0.081,31003,5
E01014413,0,0,31003,6
E01014413,246,9.907,31003,7
E01014413,15,0.604,31003,8
E01014413,24,0.967,31003,9
E01014413,80,3.222,31003,10
E01014413,9,0.362,31003,11
E01014413,1499,60.371,31003,12
E01014412,381,28.668,31817,1
E01014412,1,0.075,31817,2
E01014412,5,0.376,31817,3
E01014412,13,0.978,31817,4
E01014412,0,0,31817,5
E01014412,5,0.376,31817,6
E01014412,162,12.19,31817,7
E01014412,7,0.527,31817,8
E01014412,10,0.752,31817,9
E01014412,102,7.675,31817,10
E01014412,1,0.075,31817,11
E01014412,642,48.307,31817,12
E01014412,381,28.668,31817,1
E01014412,1,0.075,31817,2
E01014412,5,0.376,31817,3
E01014412,13,0.978,31817,4
E01014412,0,0,31817,5
E01014412,5,0.376,31817,6
E01014412,162,12.19,31817,7
E01014412,7,0.527,31817,8
E01014412,10,0.752,31817,9
E01014412,102,7.675,31817,10
E01014412,1,0.075,31817,11
E01014412,642,48.307,31817,12
E01014413,583,23.48,31003,1
E01014413,2,0.081,31003,2
E01014413,7,0.282,31003,3
E01014413,16,0.644,31003,4
E01014413,2,0.081,31003,5
E01014413,0,0,31003,6
E01014413,246,9.907,31003,7
E01014413,15,0.604,31003,8
E01014413,24,0.967,31003,9
E01014413,80,3.222,31003,10
E01014413,9,0.362,31003,11
E01014413,1499,60.371,31003,12
E01014412,381,28.668,31817,1
E01014412,1,0.075,31817,2
E01014412,5,0.376,31817,3
E01014412,13,0.978,31817,4
E01014412,0,0,31817,5
E01014412,5,0.376,31817,6
E01014412,162,12.19,31817,7
E01014412,7,0.527,31817,8
E01014412,10,0.752,31817,9
E01014412,102,7.675,31817,10
E01014412,1,0.075,31817,11
E01014412,642,48.307,31817,12
E01014413,583,23.48,31003,1
E01014413,2,0.081,31003,2
E01014413,7,0.282,31003,3
E01014413,16,0.644,31003,4
E01014413,2,0.081,31003,5
E01014413,0,0,31003,6
E01014413,246,9.907,31003,7
E01014413,15,0.604,31003,8
E01014413,24,0.967,31003,9
E01014413,80,3.222,31003,10
E01014413,9,0.362,31003,11
E01014413,1499,60.371,31003,12
E01014414,364,23.885,17804,1
E01014414,1,0.066,17804,2
E01014414,8,0.525,17804,3
E01014414,30,1.969,17804,4
E01014414,3,0.197,17804,5
E01014414,9,0.591,17804,6
E01014414,171,11.22,17804,7
E01014414,13,0.853,17804,8
E01014414,27,1.772,17804,9
E01014414,176,11.549,17804,10
E01014414,5,0.328,17804,11
E01014414,717,47.047,17804,12
E01014414,364,23.885,17804,1
E01014414,1,0.066,17804,2
E01014414,8,0.525,17804,3
E01014414,30,1.969,17804,4
E01014414,3,0.197,17804,5
E01014414,9,0.591,17804,6
E01014414,171,11.22,17804,7
E01014414,13,0.853,17804,8
E01014414,27,1.772,17804,9
E01014414,176,11.549,17804,10
E01014414,5,0.328,17804,11
E01014414,717,47.047,17804,12
E01014412,381,28.668,31817,1
E01014412,1,0.075,31817,2
E01014412,5,0.376,31817,3
E01014412,13,0.978,31817,4
E01014412,0,0,31817,5
E01014412,5,0.376,31817,6
E01014412,162,12.19,31817,7
E01014412,7,0.527,31817,8
E01014412,10,0.752,31817,9
E01014412,102,7.675,31817,10
E01014412,1,0.075,31817,11
E01014412,642,48.307,31817,12
E01014414,364,23.885,17804,1
E01014414,1,0.066,17804,2
E01014414,8,0.525,17804,3
E01014414,30,1.969,17804,4
E01014414,3,0.197,17804,5
E01014414,9,0.591,17804,6
E01014414,171,11.22,17804,7
E01014414,13,0.853,17804,8
E01014414,27,1.772,17804,9
E01014414,176,11.549,17804,10
E01014414,5,0.328,17804,11
E01014414,717,47.047,17804,12
E01014412,381,28.668,31817,1
E01014412,1,0.075,31817,2
E01014412,5,0.376,31817,3
E01014412,13,0.978,31817,4
E01014412,0,0,31817,5
E01014412,5,0.376,31817,6
E01014412,162,12.19,31817,7
E01014412,7,0.527,31817,8
E01014412,10,0.752,31817,9
E01014412,102,7.675,31817,10
E01014412,1,0.075,31817,11
E01014412,642,48.307,31817,12
E01014414,364,23.885,17804,1
E01014414,1,0.066,17804,2
E01014414,8,0.525,17804,3
E01014414,30,1.969,17804,4
E01014414,3,0.197,17804,5
E01014414,9,0.591,17804,6
E01014414,171,11.22,17804,7
E01014414,13,0.853,17804,8
E01014414,27,1.772,17804,9
E01014414,176,11.549,17804,10
E01014414,5,0.328,17804,11
E01014414,717,47.047,17804,12
E01014414,364,23.885,17804,1
E01014414,1,0.066,17804,2
E01014414,8,0.525,17804,3
E01014414,30,1.969,17804,4
E01014414,3,0.197,17804,5
E01014414,9,0.591,17804,6
E01014414,171,11.22,17804,7
E01014414,13,0.853,17804,8
E01014414,27,1.772,17804,9
E01014414,176,11.549,17804,10
E01014414,5,0.328,17804,11
E01014414,717,47.047,17804,12
E01014414,364,23.885,17804,1
E01014414,1,0.066,17804,2
E01014414,8,0.525,17804,3
E01014414,30,1.969,17804,4
E01014414,3,0.197,17804,5
E01014414,9,0.591,17804,6
E01014414,171,11.22,17804,7
E01014414,13,0.853,17804,8
E01014414,27,1.772,17804,9
E01014414,176,11.549,17804,10
E01014414,5,0.328,17804,11
E01014414,717,47.047,17804,12
E01014414,364,23.885,17804,1
E01014414,1,0.066,17804,2
E01014414,8,0.525,17804,3
E01014414,30,1.969,17804,4
E01014414,3,0.197,17804,5
E01014414,9,0.591,17804,6
E01014414,171,11.22,17804,7
E01014414,13,0.853,17804,8
E01014414,27,1.772,17804,9
E01014414,176,11.549,17804,10
E01014414,5,0.328,17804,11
E01014414,717,47.047,17804,12
E01014417,513,27.835,30880,1
E01014417,0,0,30880,2
E01014417,14,0.76,30880,3
E01014417,13,0.705,30880,4
E01014417,2,0.109,30880,5
E01014417,5,0.271,30880,6
E01014417,203,11.015,30880,7
E01014417,21,1.139,30880,8
E01014417,17,0.922,30880,9
E01014417,85,4.612,30880,10
E01014417,2,0.109,30880,11
E01014417,968,52.523,30880,12
E01014415,1,0.051,32604,5
E01014415,590,30.164,32604,1
E01014415,0,0,32604,2
E01014415,13,0.665,32604,3
E01014415,19,0.971,32604,4
E01014415,0,0,32604,6
E01014415,207,10.583,32604,7
E01014415,10,0.511,32604,8
E01014415,16,0.818,32604,9
E01014415,135,6.902,32604,10
E01014415,2,0.102,32604,11
E01014415,963,49.233,32604,12
E01014417,513,27.835,30880,1
E01014417,0,0,30880,2
E01014417,14,0.76,30880,3
E01014417,13,0.705,30880,4
E01014417,2,0.109,30880,5
E01014417,5,0.271,30880,6
E01014417,203,11.015,30880,7
E01014417,21,1.139,30880,8
E01014417,17,0.922,30880,9
E01014417,85,4.612,30880,10
E01014417,2,0.109,30880,11
E01014417,968,52.523,30880,12
E01014417,513,27.835,30880,1
E01014417,0,0,30880,2
E01014417,14,0.76,30880,3
E01014417,13,0.705,30880,4
E01014417,2,0.109,30880,5
E01014417,5,0.271,30880,6
E01014417,203,11.015,30880,7
E01014417,21,1.139,30880,8
E01014417,17,0.922,30880,9
E01014417,85,4.612,30880,10
E01014417,2,0.109,30880,11
E01014417,968,52.523,30880,12
E01014415,1,0.051,32604,5
E01014415,590,30.164,32604,1
E01014415,0,0,32604,2
E01014415,13,0.665,32604,3
E01014415,19,0.971,32604,4
E01014415,0,0,32604,6
E01014415,207,10.583,32604,7
E01014415,10,0.511,32604,8
E01014415,16,0.818,32604,9
E01014415,135,6.902,32604,10
E01014415,2,0.102,32604,11
E01014415,963,49.233,32604,12
E01014415,1,0.051,32604,5
E01014415,590,30.164,32604,1
E01014415,0,0,32604,2
E01014415,13,0.665,32604,3
E01014415,19,0.971,32604,4
E01014415,0,0,32604,6
E01014415,207,10.583,32604,7
E01014415,10,0.511,32604,8
E01014415,16,0.818,32604,9
E01014415,135,6.902,32604,10
E01014415,2,0.102,32604,11
E01014415,963,49.233,32604,12
E01014417,513,27.835,30880,1
E01014417,0,0,30880,2
E01014417,14,0.76,30880,3
E01014417,13,0.705,30880,4
E01014417,2,0.109,30880,5
E01014417,5,0.271,30880,6
E01014417,203,11.015,30880,7
E01014417,21,1.139,30880,8
E01014417,17,0.922,30880,9
E01014417,85,4.612,30880,10
E01014417,2,0.109,30880,11
E01014417,968,52.523,30880,12
E01014417,513,27.835,30880,1
E01014417,0,0,30880,2
E01014417,14,0.76,30880,3
E01014417,13,0.705,30880,4
E01014417,2,0.109,30880,5
E01014417,5,0.271,30880,6
E01014417,203,11.015,30880,7
E01014417,21,1.139,30880,8
E01014417,17,0.922,30880,9
E01014417,85,4.612,30880,10
E01014417,2,0.109,30880,11
E01014417,968,52.523,30880,12
E01014417,513,27.835,30880,1
E01014417,0,0,30880,2
E01014417,14,0.76,30880,3
E01014417,13,0.705,30880,4
E01014417,2,0.109,30880,5
E01014417,5,0.271,30880,6
E01014417,203,11.015,30880,7
E01014417,21,1.139,30880,8
E01014417,17,0.922,30880,9
E01014417,85,4.612,30880,10
E01014417,2,0.109,30880,11
E01014417,968,52.523,30880,12
E01014416,366,20.986,27788,1
E01014416,1,0.057,27788,2
E01014416,3,0.172,27788,3
E01014416,30,1.72,27788,4
E01014416,4,0.229,27788,5
E01014416,4,0.229,27788,6
E01014416,273,15.654,27788,7
E01014416,25,1.433,27788,8
E01014416,27,1.548,27788,9
E01014416,53,3.039,27788,10
E01014416,6,0.344,27788,11
E01014416,952,54.587,27788,12
E01014416,366,20.986,27788,1
E01014416,1,0.057,27788,2
E01014416,3,0.172,27788,3
E01014416,30,1.72,27788,4
E01014416,4,0.229,27788,5
E01014416,4,0.229,27788,6
E01014416,273,15.654,27788,7
E01014416,25,1.433,27788,8
E01014416,27,1.548,27788,9
E01014416,53,3.039,27788,10
E01014416,6,0.344,27788,11
E01014416,952,54.587,27788,12
E01014416,366,20.986,27788,1
E01014416,1,0.057,27788,2
E01014416,3,0.172,27788,3
E01014416,30,1.72,27788,4
E01014416,4,0.229,27788,5
E01014416,4,0.229,27788,6
E01014416,273,15.654,27788,7
E01014416,25,1.433,27788,8
E01014416,27,1.548,27788,9
E01014416,53,3.039,27788,10
E01014416,6,0.344,27788,11
E01014416,952,54.587,27788,12
E01014416,366,20.986,27788,1
E01014416,1,0.057,27788,2
E01014416,3,0.172,27788,3
E01014416,30,1.72,27788,4
E01014416,4,0.229,27788,5
E01014416,4,0.229,27788,6
E01014416,273,15.654,27788,7
